u,v,w,centers,z2_parity,s3_holonomy_startsheet0,s3_type_startsheet0,fiber6_cycle_type,fiber6_perm,rotor_sheet,rotor_perm,tau_sheet_swap_perm,holonomy_type
21,29,35,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
21,29,38,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
21,29,40,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
21,29,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
21,29,42,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
21,29,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
21,30,31,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
21,30,35,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
21,30,38,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
21,30,40,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
21,30,41,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
21,30,42,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
21,30,44,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
21,31,33,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
21,31,37,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
21,31,38,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
21,31,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
21,31,40,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
21,31,42,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
21,31,44,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
21,33,35,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
21,33,37,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
21,33,38,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
21,33,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
21,33,41,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
21,33,42,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
21,35,37,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
21,35,40,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
21,35,41,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
21,35,42,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
21,35,44,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
21,37,38,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
21,37,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
21,37,40,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
21,37,44,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
21,38,40,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
21,38,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
21,38,42,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
21,38,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
21,39,40,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
21,39,41,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
21,39,42,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
21,39,44,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
21,40,41,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
21,40,42,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
21,41,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
21,42,44,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
22,23,24,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,23,27,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,23,30,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,23,32,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,23,35,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,23,37,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,23,39,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,23,40,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,23,41,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,23,44,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,24,26,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,24,29,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,24,32,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,24,35,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,24,37,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,24,39,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,24,40,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,24,41,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,24,44,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,26,27,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,26,29,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,26,30,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,26,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,26,33,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,26,35,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,26,37,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,26,38,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,26,39,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
22,26,40,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,26,41,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,27,29,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,27,30,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,27,32,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,27,33,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,27,35,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,27,37,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
22,27,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,27,41,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,27,42,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,27,44,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,29,30,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,29,32,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,29,35,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,29,38,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,29,40,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,29,41,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,29,42,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,29,44,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,30,32,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,30,35,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,30,38,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,30,40,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,30,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,30,42,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,30,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,32,33,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
22,32,37,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,32,38,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,32,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,32,40,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,32,42,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,32,44,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,33,35,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,33,37,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,33,38,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,33,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,33,41,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,33,42,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,35,37,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,35,40,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,35,41,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,35,42,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,35,44,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,37,38,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,37,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,37,40,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
22,37,44,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,38,40,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,38,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,38,42,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,38,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,39,40,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,39,41,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
22,39,42,1,1,"(2, 1, 0)",transposition,"(2, 2, 2)","(5, 4, 3, 2, 1, 0)",,,"(2, 1, 0)",other
22,39,44,1,1,"(1, 0, 2)",transposition,"(2, 2, 2)","(4, 3, 5, 1, 0, 2)",,,"(1, 0, 2)",other
22,40,41,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
22,40,42,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
22,41,44,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
22,42,44,1,1,"(0, 2, 1)",transposition,"(2, 2, 2)","(3, 5, 4, 0, 2, 1)",,,"(0, 2, 1)",other
23,24,31,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
23,24,32,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
23,24,34,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,24,35,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,24,36,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,24,37,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,24,39,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,24,40,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,24,41,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,24,43,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,24,44,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,25,27,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,25,30,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,25,31,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,25,32,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,25,34,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,25,35,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,25,36,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,25,37,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,25,39,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
23,25,40,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
23,25,41,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
23,27,30,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,27,31,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,27,32,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,27,35,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
23,27,36,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,27,37,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
23,27,39,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,27,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,27,43,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,27,44,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
23,30,31,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,30,32,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,30,34,0,0,"(1, 2, 0)",3cycle,"(3, 1, 1, 1)","(1, 2, 0, 3, 4, 5)",0.0,"(1, 2, 0)",,identity
23,30,35,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,30,36,3,0,"(0, 1, 2)",id,"(1, 1, 1, 1, 1, 1)","(0, 1, 2, 3, 4, 5)",,,,identity
23,30,40,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,30,41,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,30,43,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
23,30,44,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,31,32,0,0,"(2, 0, 1)",3cycle,"(3, 1, 1, 1)","(2, 0, 1, 3, 4, 5)",0.0,"(2, 0, 1)",,identity
23,31,34,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
23,31,37,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,31,39,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,31,40,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,31,43,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 5, 3, 4)",1.0,"(2, 0, 1)",,identity
23,31,44,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,32,34,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,32,37,1,1,"(0, 1, 2)",id,"(2, 2, 2)","(3, 4, 5, 0, 1, 2)",,,"(0, 1, 2)",identity
23,32,39,0,0,"(0, 1, 2)",id,"(3, 1, 1, 1)","(0, 1, 2, 4, 5, 3)",1.0,"(1, 2, 0)",,identity
23,32,40,1,1,"(2, 0, 1)",3cycle,"(2, 2, 2)","(5, 3, 4, 1, 2, 0)",,,"(2, 0, 1)",identity
23,32,43,1,1,"(1, 2, 0)",3cycle,"(2, 2, 2)","(4, 5, 3, 2, 0, 1)",,,"(1, 2, 0)",identity
